accession,species_v11_idx1,species_v12_idx1
GCF_000737005.1,1368,503
GCF_000737025.1,1368,503
GCF_000737085.1,315,116
GCF_000737145.1,18,329
GCF_000737165.1,1434,472
GCF_000737185.1,1204,932
GCF_000737305.2,129,411
GCF_000737385.1,834,1302
GCF_000737555.1,463,1017
GCF_000737615.1,1205,922
GCF_000737635.1,1384,505
GCF_000737795.1,1044,178
GCF_000737845.1,207,1244
GCF_000737865.1,213,1229
GCF_000737885.1,201,1224
GCF_000737915.1,1084,718
GCF_000738105.1,949,1111
GCF_000738115.1,949,1111
GCF_000738125.1,949,1111
GCF_000738165.1,385,1277
GCF_000738175.1,385,1277
GCF_000738185.1,385,1277
GCF_000738195.1,385,1277
GCF_000738245.1,385,1277
GCF_000738255.1,385,1277
GCF_000738265.1,385,1277
GCF_000738305.1,385,1277
GCF_000738325.1,385,1277
GCF_000738335.1,385,1277
GCF_000738355.1,385,1277
GCF_000738385.1,385,1277
GCF_000738405.1,385,1277
GCF_000738445.1,834,1302
GCF_000738475.1,834,1302
GCF_000738515.1,1072,184
GCF_000738535.1,1164,444
GCF_000738715.1,1296,1394
GCF_000738785.1,268,1347
GCF_000738845.1,18,329
GCF_000738865.1,590,431
GCF_000738875.1,590,431
GCF_000739085.1,90,1324
GCF_000739105.1,1286,1392
GCF_000739195.1,462,1016
GCF_000739205.1,1205,922
GCF_000739215.1,1164,444
GCF_000739375.1,371,175
GCF_000739395.1,502,158
GCF_000739415.1,983,651
GCF_000739435.1,48,552
GCF_000739475.1,258,1090
GCF_000739495.1,590,431
GCF_000739755.1,291,953
GCF_000739795.1,934,1316
GCF_000739815.1,935,1315
GCF_000739855.1,79,377
GCF_000739875.1,370,176
GCF_000739895.2,1194,1088
GCF_000739975.1,709,1037
GCF_000740035.1,371,175
GCF_000740095.1,564,127
GCF_000740115.1,564,127
GCF_000740135.1,276,146
GCF_000740155.1,276,146
GCF_000740175.1,276,146
GCF_000740195.1,276,146
GCF_000740215.1,276,146
GCF_000740235.1,283,152
GCF_000740255.1,283,152
GCF_000740275.1,282,153
GCF_000740295.1,276,146
GCF_000740315.1,276,146
GCF_000740335.1,277,148
GCF_000740355.1,279,150
GCF_000740375.1,276,146
GCF_000740395.1,279,150
GCF_000740415.1,279,150
GCF_000740455.1,802,354
GCF_000740475.1,152,1062
GCF_000740485.1,152,1062
GCF_000740735.1,876,881
GCF_000740745.1,876,881
GCF_000740945.1,276,146
GCF_000740965.1,947,1114
GCF_000740985.1,547,730
GCF_000741005.1,255,1091
GCF_000741065.1,202,1226
GCF_000741085.1,205,1225
GCF_000741095.1,200,1253
GCF_000741125.1,209,1227
GCF_000741135.1,212,1237
GCF_000741165.1,204,1220
GCF_000741175.1,210,1218
GCF_000741205.1,216,1246
GCF_000741215.1,217,1248
GCF_000741245.1,220,1241
GCF_000741255.1,221,1233
GCF_000741285.1,224,1236
GCF_000741295.1,226,1235
GCF_000741325.1,226,1235
GCF_000741365.1,229,1250
GCF_000741375.1,230,1243
GCF_000741405.1,232,1238
GCF_000741415.1,201,1224
GCF_000741455.1,234,1222
GCF_000741485.1,203,1239
GCF_000741525.1,206,1252
GCF_000741535.1,208,1247
GCF_000741565.1,211,1228
GCF_000741575.1,214,1230
GCF_000741605.1,219,1228
GCF_000741615.1,222,1249
GCF_000741625.1,220,1241
GCF_000741645.1,223,1234
GCF_000741685.1,225,1240
GCF_000741695.1,228,1221
GCF_000741705.1,227,1251
GCF_000741715.1,231,1219
GCF_000741765.1,236,1245
GCF_000741775.1,233,1242
GCF_000741845.1,411,1432
GCF_000741865.1,662,750
GCF_000741885.1,1411,243
GCF_000741925.1,509,166
GCF_000741935.1,510,165
GCF_000741965.1,868,358
GCF_000742005.1,283,152
GCF_000742015.1,510,165
GCF_000742055.1,283,152
GCF_000742075.1,510,165
GCF_000742085.1,510,165
GCF_000742095.1,510,165
GCF_000742135.1,590,431
GCF_000742145.1,510,165
GCF_000742155.1,510,165
GCF_000742195.1,276,146
GCF_000742215.1,276,146
GCF_000742255.1,280,151
GCF_000742275.1,276,146
GCF_000742315.1,121,1054
GCF_000742335.1,401,1357
GCF_000742345.1,401,1357
GCF_000742355.1,401,1357
GCF_000742395.1,401,1357
GCF_000742405.1,401,1357
GCF_000742505.1,489,424
GCF_000742555.1,489,424
GCF_000742575.1,489,424
GCF_000742655.1,121,1054
GCF_000742675.1,123,1064
GCF_000742695.1,121,1054
GCF_000742715.1,382,1261
GCF_000742735.1,382,1261
GCF_000742755.1,590,431
GCF_000742795.1,547,730
GCF_000742815.1,1153,439
GCF_000742855.1,144,1060
GCF_000742875.1,121,1054
GCF_000742895.1,121,1054
GCF_000742955.1,894,390
GCF_000742975.1,462,1016
GCF_000742995.1,1226,1095
GCF_000743015.1,1253,983
GCF_000743055.1,1153,439
GCF_000743075.1,688,824
GCF_000743095.1,1392,507
GCF_000743105.1,1392,507
GCF_000743115.1,1392,507
GCF_000743155.1,1392,507
GCF_000743165.1,1392,507
GCF_000743195.1,127,1055
GCF_000743215.1,152,1062
GCF_000743255.1,489,424
GCF_000743395.1,1164,444
GCF_000743405.1,1044,178
GCF_000743415.1,1205,922
GCF_000743465.1,758,1201
GCF_000743495.1,525,221
GCF_000743595.1,834,1302
GCF_000743785.2,921,59
GCF_000743805.1,121,1054
GCF_000743815.1,127,1055
GCF_000743825.1,121,1054
GCF_000743865.1,127,1055
GCF_000743895.1,684,738
GCF_000743955.1,1174,452
GCF_000743995.1,1174,452
GCF_000744025.1,312,115
GCF_000744035.1,312,115
GCF_000744155.1,1341,172
GCF_000744255.1,323,543
GCF_000744505.1,1087,275
GCF_000744635.1,271,1343
GCF_000744705.1,1228,816
GCF_000744945.1,326,544
GCF_000745125.1,325,545
GCF_000745545.1,328,53
GCF_000745595.1,328,53
GCF_000745845.1,1042,1416
GCF_000745905.1,496,124
GCF_000746375.1,36,350
GCF_000746435.1,1333,1291
GCF_000746455.1,510,165
GCF_000746485.1,551,555
GCF_000746505.1,1205,922
GCF_000746565.1,243,380
GCF_000746605.1,18,329
GCF_000746625.1,758,1201
GCF_000746645.1,18,329
GCF_000746665.1,1392,507
GCF_000746805.1,834,1302
GCF_000746825.1,324,542
GCF_000746865.1,127,1055
GCF_000746885.1,146,1069
GCF_000746935.1,141,1059
GCF_000746965.1,144,1060
GCF_000747015.1,450,412
GCF_000747035.1,803,434
GCF_000747055.1,590,431
GCF_000747135.1,106,829
GCF_000747175.1,105,828
GCF_000747195.1,1236,987
GCF_000747235.1,1322,325
GCF_000747245.1,1322,325
GCF_000747275.1,1205,922
GCF_000747295.1,1181,1123
GCF_000747445.1,489,424
GCF_000747455.1,489,424
GCF_000747465.1,489,424
GCF_000747645.1,152,1062
GCF_000747685.1,888,716
GCF_000747725.1,25,346
GCF_000747825.1,1153,439
GCF_000747835.1,1153,439
GCF_000747845.1,1153,439
GCF_000747885.1,1153,439
GCF_000747905.1,1153,439
GCF_000747925.1,1153,439
GCF_000747945.1,1153,439
GCF_000747965.1,1153,439
GCF_000747985.1,1153,439
GCF_000748005.1,1153,439
GCF_000748025.1,1153,439
GCF_000748045.1,1153,439
GCF_000748065.1,1153,439
GCF_000748085.1,1153,439
GCF_000748105.1,1153,439
GCF_000748125.1,1153,439
GCF_000748145.1,1153,439
GCF_000748165.1,1153,439
GCF_000748185.1,1153,439
GCF_000748205.1,1153,439
GCF_000748225.1,1153,439
GCF_000748245.1,1153,439
GCF_000748265.1,1153,439
GCF_000748285.1,1153,439
GCF_000748305.1,1153,439
GCF_000748325.1,1153,439
GCF_000748345.1,1153,439
GCF_000748365.1,1153,439
GCF_000748385.1,1153,439
GCF_000748405.1,1153,439
GCF_000748425.1,1153,439
GCF_000748445.1,1153,439
GCF_000748465.1,1153,439
GCF_000748485.1,1153,439
GCF_000748505.1,1153,439
GCF_000748525.1,1153,439
GCF_000748545.1,1153,439
GCF_000748565.1,1153,439
GCF_000748605.1,1153,439
GCF_000748665.1,1153,439
GCF_000748685.1,1153,439
GCF_000748705.1,1153,439
GCF_000748725.1,1153,439
GCF_000748745.1,1153,439
GCF_000748765.1,1153,439
GCF_000748785.1,1153,439
GCF_000748805.1,1153,439
GCF_000748825.1,1153,439
GCF_000748845.1,1153,439
GCF_000748865.1,1153,439
GCF_000748885.1,1153,439
GCF_000748905.1,1153,439
GCF_000748925.1,1153,439
GCF_000748945.1,1153,439
GCF_000748965.1,1153,439
GCF_000748985.1,1153,439
GCF_000749005.1,1153,439
GCF_000749025.1,1153,439
GCF_000749045.1,1153,439
GCF_000749065.1,1153,439
GCF_000749085.1,1153,439
GCF_000749105.1,1153,439
GCF_000749125.1,1153,439
GCF_000749145.1,1153,439
GCF_000749165.1,1153,439
GCF_000749195.1,1153,439
GCF_000749215.1,1153,439
GCF_000749235.1,1153,439
GCF_000749255.1,1153,439
GCF_000749275.1,1153,439
GCF_000749295.1,1153,439
GCF_000749315.1,1153,439
GCF_000749335.1,1153,439
GCF_000749355.1,1153,439
GCF_000749375.1,1153,439
GCF_000749395.1,1153,439
GCF_000749415.1,1153,439
GCF_000749435.1,1153,439
GCF_000749455.1,1153,439
GCF_000749505.1,1153,439
GCF_000749545.1,489,424
GCF_000749565.1,489,424
GCF_000749575.1,489,424
GCF_000749605.1,809,1302
GCF_000749615.1,809,1302
GCF_000749625.1,809,1302
GCF_000749665.1,809,1302
GCF_000749675.1,809,1302
GCF_000749685.1,809,1302
GCF_000749725.1,809,1302
GCF_000749745.1,809,1302
GCF_000749765.1,809,1302
GCF_000749785.1,809,1302
GCF_000749805.1,809,1302
GCF_000749825.1,809,1302
GCF_000749845.1,948,1116
GCF_000749855.1,949,1110
GCF_000749865.1,950,1117
GCF_000749905.1,947,1114
GCF_000749915.1,949,1112
GCF_000749925.1,948,1116
GCF_000749965.1,947,1114
GCF_000749985.1,525,221
GCF_000750045.1,156,1052
GCF_000750195.1,331,1370
GCF_000750215.1,1153,439
GCF_000750255.1,1153,439
GCF_000750295.1,1153,439
GCF_000750315.1,1432,465
GCF_000750335.1,1153,439
GCF_000750355.1,1428,468
GCF_000750375.1,1153,439
GCF_000750395.2,1153,439
GCF_000750415.2,1153,439
GCF_000750435.1,1153,439
GCF_000750455.1,1153,439
GCF_000750475.1,1153,439
GCF_000750495.1,1153,439
GCF_000750515.1,1395,872
GCF_000750535.1,1395,872
GCF_000750555.1,489,424
GCF_000750615.1,12,865
GCF_000750655.1,1337,214
GCF_000750855.1,18,329
GCF_000750905.1,1044,178
GCF_000751035.1,1210,924
GCF_000751055.1,547,730
GCF_000751135.1,586,1153
GCF_000751155.1,1070,198
GCF_000751195.1,1164,444
GCF_000751235.1,632,1164
GCF_000751275.1,632,1164
GCF_000751315.1,489,424
GCF_000751335.1,1153,439
GCF_000751435.1,834,1302
GCF_000751475.1,834,1302
GCF_000751615.1,834,1302
GCF_000751635.1,632,1164
GCF_000751655.1,632,1164
GCF_000751695.1,632,1164
GCF_000751715.1,1044,178
GCF_000751735.1,1219,941
GCF_000751775.1,153,1071
GCF_000751795.1,834,1302
GCF_000751895.1,632,1164
GCF_000751935.1,397,592
GCF_000751955.1,1219,941
GCF_000752115.1,489,424
GCF_000752135.1,489,424
GCF_000752155.1,489,424
GCF_000752175.1,489,424
GCF_000752195.1,489,424
GCF_000752235.1,489,424
GCF_000752255.1,489,424
GCF_000752275.1,315,116
GCF_000752295.1,489,424
GCF_000752315.1,489,424
GCF_000752335.1,803,434
GCF_000752355.1,489,424
GCF_000752375.1,315,116
GCF_000752415.1,489,424
GCF_000752435.1,489,424
GCF_000752455.1,489,424
GCF_000752495.1,489,424
GCF_000752515.1,489,424
GCF_000752535.1,489,424
GCF_000752555.1,489,424
GCF_000752575.1,489,424
GCF_000752595.1,489,424
GCF_000752615.1,489,424
GCF_000752635.1,489,424
GCF_000752655.1,489,424
GCF_000752695.1,489,424
GCF_000752735.1,489,424
GCF_000752755.1,489,424
GCF_000752775.1,489,424
GCF_000752795.1,315,116
GCF_000752815.1,489,424
GCF_000752835.1,489,424
GCF_000752855.1,489,424
GCF_000752875.1,489,424
GCF_000752895.1,489,424
GCF_000752915.1,489,424
GCF_000752935.1,489,424
GCF_000752955.1,489,424
GCF_000752975.1,489,424
GCF_000753015.1,315,116
GCF_000753035.1,489,424
GCF_000753075.1,489,424
GCF_000753095.1,315,116
GCF_000753115.1,489,424
GCF_000753135.1,489,424
GCF_000753155.1,489,424
GCF_000753175.1,315,116
GCF_000753195.1,489,424
GCF_000753215.1,489,424
GCF_000753255.1,489,424
GCF_000753275.1,489,424
GCF_000753295.1,315,116
GCF_000753315.1,489,424
GCF_000753415.1,489,424
GCF_000753515.1,489,424
GCF_000753535.1,489,424
GCF_000753725.1,1368,503
GCF_000753985.1,21,326
GCF_000754025.1,758,1201
GCF_000754175.1,1174,452
GCF_000754275.1,946,563
GCF_000754345.1,1036,437
GCF_000754365.1,502,158
GCF_000754375.1,1153,439
GCF_000754405.1,502,158
GCF_000754625.1,1368,503
GCF_000754645.1,1372,508
GCF_000754685.1,950,1117
GCF_000754695.1,949,1111
GCF_000754705.1,949,1111
GCF_000754715.1,949,1113
GCF_000754765.1,949,1113
GCF_000754785.1,1431,463
GCF_000754805.1,1426,470
GCF_000754815.1,1434,472
GCF_000754845.1,489,424
GCF_000754855.1,489,424
GCF_000754865.1,489,424
GCF_000754905.1,74,485
GCF_000754915.1,70,483
GCF_000754925.1,70,483
GCF_000754965.1,1432,465
GCF_000754975.1,1425,461
GCF_000754985.1,1425,461
GCF_000755045.1,1425,461
GCF_000755055.1,1425,461
GCF_000755265.1,888,716
GCF_000755285.1,888,716
GCF_000755325.1,888,716
GCF_000755445.1,489,424
GCF_000755455.1,762,919
GCF_000755485.1,1032,435
GCF_000755545.1,588,429
GCF_000755605.1,590,431
GCF_000755625.1,692,764
GCF_000755665.1,6,301
GCF_000755675.1,5,297
GCF_000755725.1,298,952
GCF_000755765.1,297,954
GCF_000755785.1,294,959
GCF_000755825.1,297,954
GCF_000755845.1,294,959
GCF_000755865.1,294,959
GCF_000755885.1,294,959
GCF_000755905.1,297,954
GCF_000755925.1,297,954
GCF_000755945.1,297,954
GCF_000755965.1,297,954
GCF_000755985.1,296,963
GCF_000756005.1,295,962
GCF_000756025.1,294,959
GCF_000756045.1,937,1319
GCF_000756065.1,297,954
GCF_000756085.1,297,954
GCF_000756105.1,297,954
GCF_000756125.1,297,954
GCF_000756145.1,297,954
GCF_000756165.1,297,954
GCF_000756185.1,297,954
GCF_000756205.1,1205,922
GCF_000756225.1,753,904
GCF_000756285.1,130,1057
GCF_000756325.1,397,592
GCF_000756355.1,748,899
GCF_000756415.2,971,882
GCF_000756435.2,971,882
GCF_000756465.1,1153,439
GCF_000756485.1,1253,983
GCF_000756505.1,903,1194
GCF_000756525.1,834,1302
GCF_000756545.1,834,1302
GCF_000756575.1,1044,178
GCF_000756695.1,722,313
GCF_000756815.1,722,313
GCF_000756855.1,291,953
GCF_000756865.1,294,959
GCF_000756905.1,297,954
GCF_000756915.1,297,954
GCF_000756925.1,297,954
GCF_000756975.1,297,954
GCF_000756985.1,297,954
GCF_000757015.2,297,954
GCF_000757035.2,297,954
GCF_000757055.1,297,954
GCF_000757075.1,297,954
GCF_000757095.1,297,954
GCF_000757105.1,297,954
GCF_000757145.1,297,954
GCF_000757165.1,297,954
GCF_000757175.1,297,954
GCF_000757185.1,297,954
GCF_000757225.1,297,954
GCF_000757235.1,297,954
GCF_000757245.1,297,954
GCF_000757255.1,297,954
GCF_000757305.1,297,954
GCF_000757315.2,294,959
GCF_000757325.1,297,954
GCF_000757405.1,925,61
GCF_000757415.1,921,59
GCF_000757585.1,291,953
GCF_000757625.1,950,1115
GCF_000757665.1,18,329
GCF_000757785.1,975,1084
GCF_000757925.1,1153,439
GCF_000757945.1,1153,439
GCF_000757955.1,1153,439
GCF_000758005.1,1153,439
GCF_000758025.1,733,97
GCF_000758045.1,732,98
GCF_000758075.1,1253,983
GCF_000758085.1,1253,983
GCF_000758125.1,1253,983
GCF_000758145.1,681,739
GCF_000758185.1,687,230
GCF_000758225.1,806,644
GCF_000758245.1,809,1302
GCF_000758265.1,8,139
GCF_000758285.1,808,1298
GCF_000758365.1,693,775
GCF_000758385.1,806,644
GCF_000758405.1,806,644
GCF_000758465.1,1226,1095
GCF_000758475.1,340,394
GCF_000758485.1,971,882
GCF_000758705.1,909,885
GCF_000758745.1,57,1212
GCF_000758765.1,94,1419
GCF_000759005.1,1097,1335
GCF_000759045.1,992,671
GCF_000759065.1,898,70
GCF_000759075.1,1003,683
GCF_000759125.1,1212,925
GCF_000759165.1,992,671
GCF_000759185.1,996,673
GCF_000759205.1,999,675
GCF_000759225.1,1000,676
GCF_000759245.1,992,671
GCF_000759265.1,996,673
GCF_000759285.1,1359,612
GCF_000759315.1,990,661
GCF_000759375.1,847,27
GCF_000759385.1,847,27
GCF_000759395.1,18,329
GCF_000759485.1,312,115
GCF_000759515.1,312,115
GCF_000759555.1,1210,924
GCF_000759575.1,315,116
GCF_000759595.1,710,1036
GCF_000759695.1,820,1305
GCF_000759735.1,347,403
GCF_000759775.1,488,426
GCF_000759815.1,349,404
GCF_000759855.1,1020,876
GCF_000759865.1,1020,876
GCF_000759875.1,1020,876
GCF_000759935.1,1020,876
GCF_000759995.1,42,348
GCF_000760015.1,1020,876
GCF_000760055.1,1020,876
GCF_000760075.1,1020,876
GCF_000760095.1,1020,876
GCF_000760155.1,1020,876
GCF_000760235.1,1020,876
GCF_000760255.1,1020,876
GCF_000760275.1,1020,876
GCF_000760355.1,1020,876
GCF_000760395.1,18,329
GCF_000760415.1,18,329
GCF_000760435.1,18,329
GCF_000760455.1,18,329
GCF_000760475.1,18,329
GCF_000760495.1,1044,178
GCF_000760505.1,1044,178
GCF_000760555.1,41,347
GCF_000760575.1,43,349
GCF_000760595.1,40,342
GCF_000760625.1,1372,508
GCF_000760655.1,506,47
GCF_000760675.1,1097,1335
GCF_000760685.1,1097,1335
GCF_000760735.1,1097,1335
GCF_000760755.1,1097,1335
GCF_000760775.1,1097,1335
GCF_000760795.1,1097,1335
GCF_000760815.1,1097,1335
GCF_000760835.1,1097,1335
GCF_000760855.1,1097,1335
GCF_000760875.1,1097,1335
GCF_000760905.1,1097,1335
GCF_000760935.1,1097,1335
GCF_000760975.1,1097,1335
GCF_000760995.1,1097,1335
GCF_000761015.1,1097,1335
GCF_000761035.1,1097,1335
GCF_000761055.1,1097,1335
GCF_000761075.1,1097,1335
GCF_000761115.1,710,1036
GCF_000761175.1,18,329
GCF_000761195.1,1050,205
GCF_000761235.1,371,175
GCF_000761255.1,371,175
GCF_000761265.1,371,175
GCF_000761315.1,371,175
GCF_000761355.1,371,175
GCF_000761375.1,371,175
GCF_000761395.1,371,175
GCF_000761465.1,18,329
GCF_000761565.1,710,1036
GCF_000761575.1,897,868
GCF_000761585.1,897,868
GCF_000761595.1,897,868
GCF_000761645.1,897,868
GCF_000761665.1,897,868
GCF_000761685.1,897,868
GCF_000761705.1,897,868
GCF_000761725.1,897,868
GCF_000761745.1,897,868
GCF_000761765.1,897,868
GCF_000761785.1,897,868
GCF_000761805.1,897,868
GCF_000761825.1,897,868
GCF_000761845.1,897,868
GCF_000761865.1,897,868
GCF_000761885.1,897,868
GCF_000761905.1,897,868
GCF_000761925.1,897,868
GCF_000761945.1,897,868
GCF_000761955.1,897,868
GCF_000761965.1,897,868
GCF_000761975.1,897,868
GCF_000762025.1,897,868
GCF_000762045.1,897,868
GCF_000762065.1,897,868
GCF_000762085.1,897,868
GCF_000762105.1,897,868
GCF_000762125.1,897,868
GCF_000762145.1,897,868
GCF_000762165.1,897,868
GCF_000762185.1,897,868
GCF_000762205.1,897,868
GCF_000762225.1,897,868
GCF_000762245.1,897,868
GCF_000762285.1,294,959
GCF_000762305.1,365,1132
GCF_000762315.1,365,1132
GCF_000762325.1,365,1132
GCF_000762335.1,365,1132
GCF_000762385.1,489,424
GCF_000762405.1,1018,665
GCF_000762425.1,1250,982
GCF_000762445.1,1250,982
GCF_000762465.1,1250,982
GCF_000762485.1,1250,982
GCF_000762505.1,1250,982
GCF_000762525.1,1250,982
GCF_000762545.1,1250,982
GCF_000762565.1,1250,982
GCF_000762585.1,1250,982
GCF_000762605.1,1250,982
GCF_000762625.1,1250,982
GCF_000762645.1,1250,982
GCF_000762665.1,1250,982
GCF_000762685.1,1250,982
GCF_000762705.1,1250,982
GCF_000762725.1,1250,982
GCF_000762745.1,1250,982
GCF_000762765.1,1250,982
GCF_000762785.1,1250,982
GCF_000762805.1,1250,982
GCF_000762825.1,1250,982
GCF_000762955.1,684,738
GCF_000763035.1,437,78
GCF_000763075.1,1368,503
GCF_000763165.1,883,1333
GCF_000763195.1,777,714
GCF_000763245.1,1044,178
GCF_000763255.1,867,357
GCF_000763355.1,462,1016
GCF_000763365.1,18,329
GCF_000763435.1,462,1016
GCF_000763455.1,1205,922
GCF_000763475.1,757,1198
GCF_000763495.1,757,1198
GCF_000763515.1,757,1198
GCF_000763535.1,1369,515
GCF_000763625.1,1210,924
GCF_000763635.1,870,360
GCF_000763645.1,462,1016
GCF_000763705.1,1212,925
GCF_000763725.1,1212,925
GCF_000763745.1,869,359
GCF_000763785.1,941,169
GCF_000763825.1,941,169
GCF_000763845.1,941,169
GCF_000763865.1,941,169
GCF_000763925.1,590,431
GCF_000763935.1,590,431
GCF_000763955.1,485,280
GCF_000764045.1,391,1262
GCF_000764065.1,1212,925
GCF_000764075.1,971,882
GCF_000764085.1,141,1059
GCF_000764125.1,758,1201
GCF_000764145.1,758,1201
GCF_000764285.1,684,738
GCF_000764325.1,1379,524
GCF_000764335.1,1379,524
GCF_000764345.1,1379,524
GCF_000764355.1,1379,524
GCF_000764465.1,1316,711
GCF_000764515.1,903,1194
GCF_000764575.1,297,954
GCF_000764595.1,301,949
GCF_000764615.1,590,431
GCF_000764635.1,590,431
GCF_000764715.1,1270,1372
GCF_000764755.1,80,1289
GCF_000764775.1,579,539
GCF_000764795.1,579,539
GCF_000764815.1,888,716
GCF_000764835.1,80,1289
GCF_000764875.1,1411,243
GCF_000764895.1,1392,507
GCF_000764975.1,463,1017
GCF_000764985.1,463,1017
GCF_000765015.1,1323,428
GCF_000765135.1,577,1322
GCF_000765305.1,1072,184
GCF_000765375.1,301,949
GCF_000765395.1,245,384
GCF_000765415.1,1368,503
GCF_000765435.1,489,424
GCF_000765455.1,650,1165
GCF_000765465.1,650,1165
GCF_000765765.1,567,133
GCF_000765785.1,558,134
GCF_000765845.1,558,134
GCF_000765865.1,558,134
GCF_000765885.1,566,130
GCF_000765905.1,566,130
GCF_000765925.1,558,134
GCF_000765945.1,985,658
GCF_000765975.1,980,657
GCF_000766005.1,979,656
GCF_000766025.1,564,127
GCF_000766035.1,564,127
GCF_000766045.1,922,60
GCF_000766105.1,18,329
GCF_000766125.1,590,431
GCF_000766145.1,759,1204
GCF_000766665.1,802,354
GCF_000766885.1,376,1281
GCF_000766905.1,666,237
GCF_000766965.1,489,424
GCF_000767035.1,397,592
GCF_000767055.1,379,1283
GCF_000767075.1,549,554
GCF_000767095.1,502,158
GCF_000767345.1,463,1017
GCF_000767365.1,463,1017
GCF_000767405.1,334,620
GCF_000767415.1,393,1285
GCF_000767445.1,334,620
GCF_000767465.1,890,1365
GCF_000767485.1,818,1299
GCF_000767505.1,1253,983
GCF_000767565.1,1421,228
GCF_000767605.1,832,845
GCF_000767615.2,919,810
GCF_000767645.1,393,1285
GCF_000767665.1,832,845
GCF_000767685.1,393,1285
GCF_000767705.1,832,845
GCF_000767725.1,847,27
GCF_000767745.1,354,1133
GCF_000767775.1,968,623
GCF_000768125.1,489,424
GCF_000768405.1,489,424
GCF_000768415.1,489,424
GCF_000768425.1,489,424
GCF_000768465.1,489,424
GCF_000768485.1,489,424
GCF_000768505.1,489,424
GCF_000768575.1,358,1140
GCF_000768585.1,360,1136
GCF_000768595.1,355,1127
GCF_000768655.1,355,1127
GCF_000768765.1,985,658
GCF_000768775.1,985,658
GCF_000768785.1,985,658
GCF_000768835.1,985,658
GCF_000768915.1,985,658
GCF_000768955.1,982,650
GCF_000768975.1,982,650
GCF_000768995.1,979,656
GCF_000769015.1,985,658
GCF_000769035.1,986,654
GCF_000769055.1,986,654
GCF_000769095.1,985,658
GCF_000769115.1,980,657
GCF_000769135.1,984,659
GCF_000769385.1,985,658
GCF_000769405.1,1089,274
GCF_000769475.1,985,658
GCF_000769495.1,355,1127
GCF_000769515.1,120,1053
GCF_000769555.1,156,1052
GCF_000769575.1,1205,922
GCF_000769595.1,256,1089
GCF_000769635.1,393,1285
GCF_000769675.1,897,868
GCF_000769815.1,500,156
GCF_000769825.1,503,159
GCF_000769835.1,505,160
GCF_000769895.1,501,157
GCF_000769935.1,504,155
GCF_000769985.1,769,50
GCF_000770015.1,79,377
GCF_000770035.1,489,424
GCF_000770045.1,489,424
GCF_000770055.1,489,424
GCF_000770125.1,806,644
GCF_000770175.1,806,644
GCF_000770215.1,806,644
GCF_000770235.1,808,1298
GCF_000770255.1,489,424
GCF_000770275.1,489,424
GCF_000770285.1,489,424
GCF_000770295.1,803,434
GCF_000770375.1,100,560
GCF_000770395.1,297,954
GCF_000770415.1,297,954
GCF_000770435.1,297,954
GCF_000770455.1,297,954
GCF_000770475.1,297,954
GCF_000770495.1,297,954
GCF_000770515.1,297,954
GCF_000770535.1,297,954
GCF_000770605.1,18,329
GCF_000770745.1,450,412
GCF_000770765.1,1032,435
GCF_000770785.1,18,329
